,notification,item_text,main_work_center,created_on,created_at,completion_by_date,completion_time,user_status,system_status,problem_group_text,problem_code_text,malfunction_end,malfunction_end_time,malfunction_start,malfunction_start_time,description,code_group_text,coding_code_text,day_max_temp,day_min_temp,day_wind,lag_1_max_temp,lag_1_min_temp,lag_1_wind,rolling_3d_max_avg_temp,rolling_3d_min_avg_temp,rolling_3d_wind,rolling_7d_max_avg_temp,rolling_7d_min_avg_temp,rolling_7d_wind,area_name,kunda_risk_penalty,kunda_risk_factor
75,206530,"02:20,02:59",PLANT_02,2025-01-27,17:39:18,3/29/2026,11:17:00,IN_PROGRESS,TECO,Mechanical,Sensor Fault,34.79,11:39:24,3/15/2025,14:11:20,Third argue response.,Electrical Issue,S04,27.9,11.7,9.2,26.9,10.5,10.1,26.63,11.73,12.67,26.21,12.61,12.69,Surjani,0.1585,High
76,704365,"05:01,02:44",MAINT_01,2025-01-20,0:16:39,2/4/2026,4:41:54,NEW,TECO,Mechanical,Short Circuit,42.27,6:43:18,3/23/2025,17:03:48,Market until cause bill.,Hydraulic Issue,E01,26.3,13.6,13.3,26.3,12.6,12.9,25.43,13.03,16.03,24.7,12.69,14.77,Clifton,-0.1087,Very Secure
77,560337,"00:55,02:01",MAINT_01,2025-02-08,5:48:19,3/10/2026,7:56:28,NEW,CNF,Mechanical,Leak,40.38,2:26:55,9/13/2025,23:58:46,Ball gas attorney hundred artist indicate.,Mechanical Issue,H03,29.0,14.4,12.1,28.7,14.9,15.0,27.7,12.67,13.63,26.46,12.83,14.39,Clifton,-0.1087,Very Secure
78,824839,"01:01,10:50",PLANT_01,2025-01-03,6:41:03,2/5/2026,8:27:35,ON_HOLD,TECO,Software,Leak,42.44,7:45:02,9/8/2025,16:05:35,Reason nature become debate city several.,Software Issue,M02,24.9,11.4,9.7,25.8,12.6,10.7,26.1,12.57,11.17,25.46,11.47,11.7,Korangi,0.21,Extreme
79,905889,"03:23,01:27",PLANT_01,2024-12-26,0:00:39,12/7/2025,1:48:35,IN_PROGRESS,CLSD,Software,Sensor Fault,40.86,0:29:22,11/25/2024,4:47:21,Dinner argue raise agency poor.,Mechanical Issue,E01,23.8,12.1,16.8,23.4,11.7,16.9,24.0,12.47,14.77,24.24,12.19,14.31,Korangi,0.21,Extreme
80,559773,"00:01,01:40",PLANT_03,2024-03-02,11:12:28,12/5/2025,18:28:21,NEW,CNF,Hydraulic,Short Circuit,27.58,5:41:07,4/30/2025,0:41:28,Long among serve wear west.,Hydraulic Issue,H03,20.2,13.4,29.9,23.5,18.5,14.9,28.03,17.43,17.67,28.64,16.74,21.71,Nazimabad,0.0349,Medium
81,308261,"00:20,05:01",PLANT_02,2025-01-27,11:28:08,3/6/2026,8:53:15,ON_HOLD,CLSD,Electrical,Leak,24.63,21:56:19,7/12/2025,3:18:21,May follow series prove.,Software Issue,E01,27.9,11.7,9.2,26.9,10.5,10.1,26.63,11.73,12.67,26.21,12.61,12.69,Surjani,0.1585,High
82,864469,"00:10,03:04",MAINT_01,2025-08-18,11:56:00,3/1/2026,21:39:19,NEW,REL,Hydraulic,Short Circuit,64.82,7:28:51,7/23/2025,7:44:08,Member face age.,Software Issue,E01,35.9,27.2,13.3,33.2,26.8,12.8,33.47,26.77,11.47,31.8,26.36,16.7,Clifton,-0.1087,Very Secure
83,441097,"19:01,00:56",PLANT_02,2024-07-01,3:49:41,4/12/2026,4:31:58,NEW,CNF,Mechanical,Short Circuit,43.94,19:09:02,11/4/2024,12:11:55,Nearly always operation decade old according.,Hydraulic Issue,S04,35.7,30.0,25.6,36.8,29.8,17.4,37.27,29.67,18.5,36.84,29.04,20.01,Surjani,0.1585,High
84,415139,"00:20,02:57",PLANT_03,2025-09-03,6:12:51,11/21/2025,2:24:14,NEW,CNF,Software,Sensor Fault,17.97,0:55:30,7/26/2025,23:09:37,Ok happy together clearly.,Hydraulic Issue,H03,31.6,25.1,14.1,30.9,25.6,18.8,31.03,25.97,21.03,31.29,25.77,17.81,Nazimabad,0.0349,Medium
85,271829,"00:10,03:04",PLANT_03,2023-11-28,16:38:44,3/5/2026,5:32:48,IN_PROGRESS,REL,Software,Sensor Fault,36.12,14:07:36,5/14/2025,3:29:36,Charge account physical performance enter.,Electrical Issue,M02,27.1,15.1,16.2,26.1,15.5,17.3,28.17,18.53,23.03,30.16,19.16,19.79,Nazimabad,0.0349,Medium
86,371836,"00:10,03:04",MAINT_01,2025-07-21,5:45:41,4/22/2026,11:19:52,NEW,CNF,Mechanical,Motor Failure,24.12,17:37:52,9/29/2025,9:08:50,Memory civil cut parent free force.,Electrical Issue,S04,33.2,27.2,16.2,31.6,27.9,19.6,32.73,27.87,19.1,32.8,27.56,18.79,Clifton,-0.1087,Very Secure
87,538974,"20:01,01:04",PLANT_03,2023-12-27,16:31:09,11/30/2025,13:33:49,COMPLETED,CNF,Software,Leak,67.26,23:59:10,12/1/2024,21:02:28,Hotel practice later knowledge whose.,Electrical Issue,E01,29.1,15.7,15.7,26.6,11.9,11.4,28.07,15.2,17.47,27.74,15.17,16.41,Nazimabad,0.0349,Medium
88,302283,"03:01,01:08",MAINT_01,2025-09-21,4:32:27,2/3/2026,4:30:02,ON_HOLD,REL,Software,Leak,1.04,22:52:58,5/31/2025,3:57:06,Show daughter both hold blood value day.,Electrical Issue,E01,30.4,25.0,19.8,30.2,24.9,17.6,30.33,25.1,15.73,30.24,25.6,19.47,Clifton,-0.1087,Very Secure
89,296769,"03:01,02:13",PLANT_03,2025-05-14,23:08:13,2/20/2026,2:35:06,ON_HOLD,CLSD,Electrical,Motor Failure,16.61,3:21:47,3/20/2025,20:09:25,Save fear ready Democrat order field less.,Electrical Issue,S04,35.6,26.1,15.8,33.2,25.9,18.6,32.97,26.3,19.5,33.67,26.21,15.51,Nazimabad,0.0349,Medium
90,661353,"00:19,02:13",PLANT_03,2024-05-09,5:06:03,3/5/2026,6:01:48,IN_PROGRESS,TECO,Hydraulic,Sensor Fault,26.62,13:48:05,8/28/2025,21:22:25,Discover three such describe agency actually stop team.,Hydraulic Issue,E01,34.2,26.1,20.4,34.6,25.5,20.0,34.63,26.13,22.2,33.94,25.1,23.44,Nazimabad,0.0349,Medium
91,323165,"00:18,03:39",MAINT_01,2024-03-31,14:04:44,3/14/2026,22:31:35,IN_PROGRESS,CNF,Mechanical,Sensor Fault,35.38,5:32:11,9/7/2025,9:21:00,Matter result result leader hospital.,Software Issue,M02,34.3,19.7,18.3,28.7,21.8,26.0,30.43,22.43,23.27,31.6,22.69,21.51,Clifton,-0.1087,Very Secure
92,723587,"00:19,03:42",PLANT_03,2024-12-20,3:33:50,2/7/2026,17:11:42,IN_PROGRESS,CLSD,Mechanical,Short Circuit,61.33,3:03:52,8/11/2025,16:55:27,Tv lose others some.,Mechanical Issue,M02,24.3,13.3,16.1,25.1,12.1,12.8,25.77,12.23,13.03,25.57,12.34,13.9,Nazimabad,0.0349,Medium
93,635822,"00:26,02:46",PLANT_03,2025-01-22,13:33:14,2/10/2026,22:47:12,COMPLETED,CLSD,Hydraulic,Sensor Fault,6.78,4:07:19,4/1/2025,5:01:08,Back blue a all anyone.,Electrical Issue,H03,25.3,14.9,12.7,25.3,12.1,11.3,25.97,12.77,12.5,25.2,12.7,13.53,Nazimabad,0.0349,Medium
94,587879,"00:35,04:58",PLANT_03,2023-11-20,14:29:36,4/16/2026,7:52:03,ON_HOLD,REL,Electrical,Short Circuit,58.12,0:38:11,7/27/2025,19:03:46,Water us field.,Mechanical Issue,E01,31.8,19.4,20.3,31.1,17.5,14.5,30.57,18.6,16.53,31.04,19.03,16.63,Nazimabad,0.0349,Medium
95,664685,"01:01,18:42",PLANT_02,2025-08-08,0:19:31,3/5/2026,12:56:52,ON_HOLD,CLSD,Software,Motor Failure,4.48,21:02:36,2/15/2025,13:21:55,Rock which best happy position wife.,Hydraulic Issue,H03,30.9,25.9,23.7,30.2,25.9,21.8,30.43,26.0,23.03,30.76,26.11,22.13,Surjani,0.1585,High
96,882038,"00:20,03:48",PLANT_01,2024-11-30,17:58:03,2/27/2026,12:57:02,IN_PROGRESS,REL,Hydraulic,Short Circuit,60.73,20:09:14,4/13/2025,2:38:02,Away individual against side together few.,Mechanical Issue,M02,30.8,20.0,12.5,30.3,20.9,9.4,30.23,20.6,9.9,30.49,20.1,10.37,Korangi,0.21,Extreme
97,453531,"07:01,05:19",PLANT_02,2025-02-09,3:15:04,4/7/2026,15:54:33,IN_PROGRESS,CLSD,Hydraulic,Motor Failure,4.19,19:48:21,12/3/2024,19:03:57,Lead usually work trip build.,Electrical Issue,H03,28.0,12.9,10.4,29.0,14.4,12.1,28.47,13.67,13.37,27.04,13.47,14.14,Surjani,0.1585,High
98,363160,"02:01,01:24",PLANT_03,2024-06-05,13:26:47,2/2/2026,4:21:10,NEW,TECO,Mechanical,Motor Failure,1.8,8:52:47,10/17/2025,19:47:40,They usually company.,Electrical Issue,M02,33.0,28.0,30.6,32.6,27.6,28.4,33.13,27.5,23.43,37.13,27.59,25.16,Nazimabad,0.0349,Medium
99,679879,"05:01,01:39",PLANT_01,2024-04-25,7:02:00,4/4/2026,15:29:15,IN_PROGRESS,CLSD,Software,Motor Failure,50.33,23:30:50,5/26/2025,15:58:41,Beat doctor thank often.,Software Issue,E01,31.3,23.6,24.6,31.3,23.9,22.7,31.5,24.17,24.77,31.13,24.14,25.7,Korangi,0.21,Extreme
100,320884,"05:01,11:25",PLANT_02,2025-06-10,9:56:15,1/13/2026,2:39:06,ON_HOLD,CLSD,Software,Motor Failure,71.8,21:19:28,3/14/2025,19:53:29,Event against none as reality democratic huge.,Hydraulic Issue,M02,33.8,28.0,26.5,33.1,27.6,26.8,33.13,27.5,26.47,33.36,27.54,22.77,Surjani,0.1585,High
101,123247,"00:01,03:40",PLANT_02,2024-08-20,18:52:28,10/31/2025,5:13:49,NEW,CLSD,Software,Sensor Fault,64.61,6:33:22,4/3/2025,7:14:31,Air market store include win officer.,Hydraulic Issue,M02,31.8,26.8,24.9,31.5,26.5,20.4,31.1,26.97,19.1,31.34,27.14,20.43,Surjani,0.1585,High
102,124300,"01:01,10:28",PLANT_02,2024-09-24,20:11:29,11/17/2025,14:01:01,COMPLETED,REL,Hydraulic,Leak,41.68,4:38:48,1/17/2025,3:34:05,Prevent where then.,Mechanical Issue,H03,31.7,26.6,23.4,31.7,26.6,22.8,31.53,26.07,21.63,31.61,25.6,19.59,Surjani,0.1585,High
103,567281,"04:01,03:27",MAINT_01,2025-03-15,23:20:53,1/5/2026,10:42:10,COMPLETED,CNF,Hydraulic,Motor Failure,66.09,21:48:46,3/25/2025,19:25:24,Rest dark environment provide white.,Hydraulic Issue,H03,33.9,22.5,9.4,34.2,23.8,22.1,33.63,22.23,19.33,35.46,20.71,15.37,Clifton,-0.1087,Very Secure
104,707086,"05:01,03:25",PLANT_03,2024-02-21,13:41:15,11/7/2025,8:33:02,ON_HOLD,REL,Electrical,Short Circuit,0.88,7:57:49,2/6/2025,13:32:06,Dog language ability practice them.,Software Issue,E01,27.3,19.2,21.9,26.4,19.1,20.8,27.03,20.17,24.7,28.34,16.56,18.54,Nazimabad,0.0349,Medium
105,633556,"00:40,02:13",PLANT_03,2024-08-27,1:16:07,11/8/2025,12:34:55,NEW,TECO,Electrical,Leak,70.22,21:44:06,2/9/2025,12:42:58,Next reflect social resource score expert.,Hydraulic Issue,M02,35.5,27.2,19.5,32.9,26.6,24.9,32.5,26.8,26.13,32.3,27.03,25.1,Nazimabad,0.0349,Medium
106,448951,"03:01,19:53",PLANT_01,2024-10-02,23:40:18,12/16/2025,21:59:55,IN_PROGRESS,REL,Mechanical,Short Circuit,35.59,2:33:49,7/12/2025,9:57:05,Our lead line clearly.,Hydraulic Issue,E01,32.1,26.6,23.2,32.4,26.0,22.4,32.07,26.17,20.63,32.14,26.34,21.53,Korangi,0.21,Extreme
107,374329,"00:01,03:34",PLANT_02,2024-07-03,1:08:04,3/19/2026,0:38:45,IN_PROGRESS,CNF,Mechanical,Short Circuit,52.19,0:54:26,5/1/2025,3:44:38,Risk must fly police imagine oil.,Software Issue,E01,35.1,30.0,23.4,35.1,30.3,25.7,35.87,30.03,22.9,36.4,29.66,20.36,Surjani,0.1585,High
108,819064,"00:47,16:39",PLANT_03,2024-02-11,20:09:01,4/24/2026,12:15:09,NEW,TECO,Hydraulic,Short Circuit,59.19,17:50:17,3/16/2025,16:12:50,Level girl factor sport seem manager.,Hydraulic Issue,H03,28.0,14.5,16.5,27.8,16.2,15.2,26.5,14.63,15.57,26.16,16.29,16.19,Nazimabad,0.0349,Medium
109,842139,"00:50,04:59",PLANT_02,2025-07-19,2:47:12,3/1/2026,22:19:16,NEW,CNF,Software,Motor Failure,51.87,17:20:32,10/26/2025,1:44:25,Imagine which beat education case under population.,Software Issue,E01,33.1,28.1,22.3,33.5,27.6,15.4,33.0,27.3,16.03,32.83,27.53,18.54,Surjani,0.1585,High
110,532315,"00:32,06:41",PLANT_03,2024-06-18,15:12:09,11/24/2025,2:30:35,COMPLETED,CNF,Software,Leak,38.76,6:12:42,7/21/2025,20:54:51,Send technology clearly amount media teacher person.,Mechanical Issue,S04,33.9,29.2,25.8,33.8,28.9,22.7,33.97,28.8,21.33,33.81,28.57,24.91,Nazimabad,0.0349,Medium
111,616588,"00:40,02:36",PLANT_02,2025-10-20,11:55:15,11/9/2025,10:54:54,IN_PROGRESS,TECO,Mechanical,Motor Failure,34.58,14:09:39,10/11/2025,4:18:12,Game plan seat surface off with society station.,Hydraulic Issue,E01,36.0,21.7,14.8,34.7,21.2,12.5,35.4,20.9,12.4,34.4,21.64,13.73,Surjani,0.1585,High
112,336584,"00:30,01:20",PLANT_03,2024-07-07,21:06:22,3/19/2026,9:13:31,ON_HOLD,CNF,Software,Sensor Fault,60.46,10:50:17,8/3/2025,14:57:30,Bank industry born may among billion.,Software Issue,E01,36.1,29.9,27.2,34.6,29.8,26.1,34.57,29.6,22.13,35.2,29.84,22.64,Nazimabad,0.0349,Medium
113,662332,"00:15,03:23",PLANT_01,2024-08-15,5:47:13,12/4/2025,10:35:47,IN_PROGRESS,REL,Electrical,Motor Failure,15.16,18:23:58,7/16/2025,12:10:12,Effort nearly walk.,Hydraulic Issue,H03,31.5,27.3,23.8,31.5,27.3,21.0,31.47,27.33,21.23,31.47,27.39,25.23,Korangi,0.21,Extreme
114,937646,"04:01,19:06",PLANT_02,2025-05-07,22:16:44,2/3/2026,16:47:46,COMPLETED,CNF,Software,Short Circuit,69.71,16:39:04,4/11/2025,2:15:46,Range skin major for student.,Hydraulic Issue,M02,35.1,26.1,11.2,35.5,25.1,12.8,35.03,25.57,13.83,34.74,26.2,17.26,Surjani,0.1585,High
115,476896,"02:01,01:24",PLANT_03,2024-11-08,8:13:39,1/1/2026,5:12:40,NEW,CLSD,Mechanical,Sensor Fault,51.33,10:20:33,5/27/2025,15:01:56,Nature house prevent hotel officer seek.,Mechanical Issue,E01,31.7,24.5,14.2,31.7,23.9,18.0,32.77,22.83,14.93,32.99,23.5,14.4,Nazimabad,0.0349,Medium
116,148984,"02:01,01:25",PLANT_01,2024-01-14,15:46:11,1/18/2026,21:15:58,IN_PROGRESS,REL,Software,Leak,14.76,4:24:03,11/6/2024,6:55:26,Difficult popular choose really.,Electrical Issue,M02,25.9,14.3,12.2,24.3,11.0,12.3,25.03,10.8,12.43,24.99,12.24,16.79,Korangi,0.21,Extreme
117,402918,"00:08,06:18",PLANT_01,2024-04-22,6:07:42,2/16/2026,16:00:22,NEW,CNF,Electrical,Motor Failure,53.14,3:28:27,8/6/2025,6:30:31,Respond throw wide son manager.,Electrical Issue,E01,31.7,24.2,28.5,31.7,24.0,25.6,31.13,23.9,27.37,31.54,23.79,21.06,Korangi,0.21,Extreme
118,364712,"05:01,03:26",PLANT_03,2024-01-26,2:44:40,2/27/2026,13:39:45,IN_PROGRESS,CLSD,Hydraulic,Sensor Fault,38.38,15:22:15,4/9/2025,8:29:23,Reason fill sense field.,Mechanical Issue,H03,26.0,13.7,16.3,24.4,12.8,11.4,25.4,13.1,12.1,25.53,14.16,11.9,Nazimabad,0.0349,Medium
119,220151,"00:38,05:00",PLANT_02,2024-09-21,21:17:22,2/7/2026,7:34:57,ON_HOLD,REL,Software,Motor Failure,51.07,4:51:26,4/20/2025,8:13:31,My benefit sport age all.,Mechanical Issue,E01,31.4,25.6,20.6,31.9,25.4,18.6,31.73,25.07,17.1,31.2,25.56,21.3,Surjani,0.1585,High
120,555808,"03:25,01:36",MAINT_01,2024-02-08,2:16:06,12/8/2025,17:40:48,ON_HOLD,TECO,Hydraulic,Motor Failure,55.4,19:17:27,12/6/2024,5:23:00,Debate still quite attack.,Electrical Issue,S04,26.0,16.2,18.4,26.4,18.1,18.6,25.83,16.77,15.6,26.63,17.61,16.57,Clifton,-0.1087,Very Secure
121,233767,"01:24,02:38",PLANT_01,2023-12-04,22:11:10,2/22/2026,7:09:40,IN_PROGRESS,REL,Electrical,Motor Failure,6.74,19:35:04,2/18/2025,22:17:56,Week instead group idea recently feel hold.,Software Issue,S04,29.3,15.2,14.6,28.5,16.8,19.9,28.67,16.6,18.33,27.91,15.69,16.41,Korangi,0.21,Extreme
122,748663,"03:01,19:56",PLANT_01,2025-09-19,15:21:41,1/6/2026,18:25:00,IN_PROGRESS,TECO,Mechanical,Short Circuit,36.69,9:00:49,12/19/2024,14:21:02,Field people try play order.,Software Issue,H03,30.3,25.0,15.6,30.5,25.4,14.0,30.43,25.77,17.5,30.33,25.67,19.59,Korangi,0.21,Extreme
123,803550,"05:01,02:18",PLANT_03,2025-07-21,21:20:52,1/28/2026,16:45:01,NEW,REL,Electrical,Short Circuit,67.14,0:19:12,6/15/2025,14:06:46,With matter goal eight list something send.,Electrical Issue,S04,33.2,27.2,16.2,31.6,27.9,19.6,32.73,27.87,19.1,32.8,27.56,18.79,Nazimabad,0.0349,Medium
124,236330,"06:01,05:21",MAINT_01,2024-08-29,18:50:06,3/21/2026,10:59:39,NEW,CLSD,Mechanical,Short Circuit,23.43,17:12:21,11/27/2024,3:11:43,Institution onto thing we.,Mechanical Issue,H03,28.9,26.0,13.0,28.5,26.0,13.2,32.3,26.6,19.2,32.37,26.87,22.64,Clifton,-0.1087,Very Secure
125,580754,"01:30,02:42",MAINT_01,2025-10-01,22:14:07,3/3/2026,0:51:25,COMPLETED,TECO,Electrical,Leak,42.96,17:29:24,5/21/2025,14:42:27,Yes here while service beautiful edge begin.,Hydraulic Issue,S04,35.1,26.4,12.2,36.4,26.7,13.4,36.33,25.77,17.33,33.43,25.13,16.19,Clifton,-0.1087,Very Secure
126,401648,"02:01,02:48",MAINT_01,2025-08-18,15:39:27,3/2/2026,21:03:12,COMPLETED,REL,Software,Motor Failure,26.9,0:56:04,1/12/2025,7:29:43,Right resource two lawyer see.,Mechanical Issue,M02,35.9,27.2,13.3,33.2,26.8,12.8,33.47,26.77,11.47,31.8,26.36,16.7,Clifton,-0.1087,Very Secure
127,788519,"16:01,01:19",PLANT_03,2025-06-14,21:34:53,11/6/2025,6:32:13,IN_PROGRESS,TECO,Electrical,Motor Failure,32.98,8:25:05,10/7/2025,9:27:30,Page light follow need region.,Software Issue,M02,34.7,27.6,15.9,36.4,27.7,19.6,34.43,28.0,22.63,33.79,27.79,24.83,Nazimabad,0.0349,Medium
128,113986,"00:19,02:13",PLANT_02,2025-09-10,1:57:16,1/5/2026,21:03:34,ON_HOLD,CNF,Mechanical,Motor Failure,39.73,20:33:33,6/2/2025,9:33:33,Describe improve act campaign television sit very.,Electrical Issue,H03,29.0,25.0,20.7,26.4,24.9,22.9,29.07,25.57,19.53,30.57,25.37,18.5,Surjani,0.1585,High
129,686146,"00:18,03:00",PLANT_01,2025-04-08,5:40:10,1/11/2026,18:41:39,COMPLETED,REL,Mechanical,Motor Failure,39.75,4:06:47,11/27/2024,13:22:48,Attorney Congress ever north soon movie.,Software Issue,M02,32.6,23.2,12.8,33.6,25.4,22.4,35.1,24.23,22.73,35.59,21.96,16.56,Korangi,0.21,Extreme
130,229312,"00:21,03:21",PLANT_03,2024-03-15,14:08:28,3/19/2026,18:49:22,COMPLETED,REL,Electrical,Leak,14.92,7:51:09,3/24/2025,20:32:26,Education brother might.,Electrical Issue,H03,32.0,16.5,18.1,30.3,16.4,22.2,29.57,18.63,22.03,28.97,17.84,18.16,Nazimabad,0.0349,Medium
131,112666,"00:10,06:30",MAINT_01,2024-02-22,7:00:35,3/1/2026,20:30:57,ON_HOLD,CLSD,Software,Motor Failure,49.45,10:58:25,8/30/2025,20:18:13,Total fall clear face.,Hydraulic Issue,E01,29.1,16.6,18.9,27.3,19.2,21.9,27.27,20.2,23.53,28.27,17.29,19.74,Clifton,-0.1087,Very Secure
132,400804,"00:10,02:57",PLANT_01,2025-10-26,3:39:22,4/20/2026,0:46:02,NEW,CLSD,Hydraulic,Leak,6.78,5:40:32,5/7/2025,13:40:00,Interview rather why baby lot eat.,Hydraulic Issue,E01,35.7,21.1,16.8,36.6,21.1,12.2,36.5,21.03,11.73,36.13,21.24,12.54,Korangi,0.21,Extreme
133,234633,"00:10,02:57",PLANT_01,2024-10-04,18:33:11,11/7/2025,19:34:59,NEW,CLSD,Mechanical,Sensor Fault,10.43,9:11:13,8/31/2025,6:29:43,Simply southern town significant analysis consumer.,Hydraulic Issue,E01,31.6,26.7,27.0,31.7,26.4,26.4,32.07,26.33,24.0,32.04,26.39,22.73,Korangi,0.21,Extreme
134,388998,"00:20,03:00",MAINT_01,2025-08-01,5:21:18,3/11/2026,18:07:41,NEW,TECO,Mechanical,Short Circuit,0.69,3:12:21,8/2/2025,13:09:14,Tend on management research space way.,Hydraulic Issue,H03,31.4,26.4,19.7,31.6,26.5,16.5,31.67,27.07,22.83,31.9,27.26,22.36,Clifton,-0.1087,Very Secure
135,950937,"00:25,03:05",MAINT_01,2024-10-26,14:44:08,12/4/2025,20:09:16,IN_PROGRESS,REL,Hydraulic,Short Circuit,8.84,23:28:32,11/18/2024,6:08:06,Big cause science water.,Electrical Issue,E01,35.8,26.3,19.9,38.0,24.4,15.8,36.47,24.1,15.9,36.36,24.57,16.16,Clifton,-0.1087,Very Secure
136,807611,"00:50,03:32",PLANT_01,2024-08-11,13:11:45,4/1/2026,11:19:26,NEW,REL,Software,Short Circuit,43.84,19:48:21,3/27/2025,21:09:37,Blood list everything newspaper institution assume enjoy.,Mechanical Issue,H03,30.9,27.1,33.3,32.0,27.6,31.1,31.67,27.53,26.53,31.2,27.19,23.36,Korangi,0.21,Extreme
137,384806,"00:30,01:52",PLANT_02,2024-09-27,13:50:52,1/16/2026,1:15:20,ON_HOLD,CLSD,Electrical,Short Circuit,57.29,2:31:27,7/26/2025,9:31:36,Listen medical during until case agency.,Software Issue,S04,32.1,26.5,25.2,32.4,26.4,20.0,32.07,26.43,21.53,31.81,26.13,21.16,Surjani,0.1585,High
138,894824,"00:24,02:49",PLANT_02,2024-04-21,6:24:28,12/8/2025,15:35:29,NEW,TECO,Hydraulic,Leak,8.13,15:38:53,8/29/2025,7:08:44,Now professor land you.,Software Issue,S04,31.7,24.0,25.6,32.3,24.1,26.0,30.57,24.17,26.67,31.2,23.83,18.91,Surjani,0.1585,High
139,130535,"00:25,04:49",PLANT_03,2024-12-28,12:32:24,2/20/2026,22:21:56,NEW,CNF,Electrical,Leak,61.33,17:41:54,11/10/2024,5:06:50,Newspaper long wife prevent old break.,Mechanical Issue,H03,24.7,9.2,10.8,24.7,10.6,11.5,23.97,11.47,15.07,24.11,11.8,14.23,Nazimabad,0.0349,Medium
140,475713,"06:01,18:05",PLANT_01,2023-12-03,13:48:27,3/5/2026,8:58:17,IN_PROGRESS,CNF,Mechanical,Sensor Fault,53.84,13:41:35,7/7/2025,4:07:32,Discussion challenge card.,Software Issue,M02,28.5,16.8,19.9,28.1,17.2,20.2,28.5,16.0,15.73,27.63,15.89,17.01,Korangi,0.21,Extreme
141,938688,"00:20,12:46",PLANT_02,2024-05-21,21:48:03,1/3/2026,2:55:28,ON_HOLD,REL,Hydraulic,Short Circuit,29.71,16:05:40,6/4/2025,11:30:02,Action art small both program one.,Electrical Issue,S04,36.0,27.7,25.6,35.2,27.8,25.8,35.33,26.67,23.17,35.11,26.06,20.83,Surjani,0.1585,High
142,451279,"00:30,02:13",PLANT_01,2025-01-07,22:40:02,2/11/2026,16:45:17,COMPLETED,TECO,Software,Short Circuit,67.21,22:40:38,9/11/2025,4:22:29,Field specific floor.,Electrical Issue,S04,24.9,11.2,12.9,24.8,9.5,10.8,23.87,11.17,13.43,24.97,11.8,11.93,Korangi,0.21,Extreme
143,921654,"02:01,01:30",MAINT_01,2025-07-06,1:45:45,3/10/2026,4:19:35,ON_HOLD,TECO,Software,Motor Failure,71.35,7:32:22,2/3/2025,10:36:27,Team song country listen long.,Mechanical Issue,E01,32.8,28.5,22.0,34.1,28.5,16.5,33.4,28.27,15.57,32.91,27.94,19.3,Clifton,-0.1087,Very Secure
144,701661,"00:05,04:00",PLANT_02,2025-03-03,15:45:10,12/3/2025,12:10:09,IN_PROGRESS,REL,Mechanical,Motor Failure,15.16,4:14:27,1/12/2025,7:46:20,Common need phone teach.,Mechanical Issue,H03,28.4,20.5,20.7,28.9,15.9,13.8,28.13,18.83,18.77,28.84,18.69,14.24,Surjani,0.1585,High
145,747972,"00:08,03:38",MAINT_01,2024-05-24,0:41:17,3/8/2026,22:54:31,COMPLETED,REL,Electrical,Sensor Fault,27.61,2:59:55,5/21/2025,13:09:16,Certainly camera member technology.,Electrical Issue,S04,35.3,27.3,24.1,34.8,27.2,23.6,35.53,27.73,25.03,35.47,27.04,23.91,Clifton,-0.1087,Very Secure
146,589570,"00:57,04:53",MAINT_01,2023-11-03,1:26:58,12/2/2025,6:14:57,IN_PROGRESS,CLSD,Mechanical,Leak,66.74,11:29:40,4/24/2025,15:12:36,Local wrong authority clearly.,Mechanical Issue,M02,34.9,24.7,18.1,36.4,22.1,14.7,36.63,22.17,15.1,35.16,22.97,15.53,Clifton,-0.1087,Very Secure
147,556551,"11:01,02:48",MAINT_01,2024-01-15,1:30:52,1/17/2026,6:25:58,NEW,REL,Software,Leak,52.09,9:33:07,4/28/2025,10:14:33,Send style gun different energy arrive it that.,Hydraulic Issue,H03,24.6,13.1,12.1,25.9,14.3,12.2,25.27,12.1,12.07,25.04,12.27,15.23,Clifton,-0.1087,Very Secure
148,373109,"03:01,01:42",PLANT_03,2024-02-03,17:17:09,4/24/2026,12:56:31,COMPLETED,CLSD,Software,Short Circuit,3.94,15:37:59,10/14/2025,2:54:57,Agree public us hospital paper term.,Software Issue,H03,25.9,17.5,20.8,26.9,19.7,10.8,27.73,18.2,14.93,26.9,16.9,14.89,Nazimabad,0.0349,Medium
149,124538,"00:01,02:59",MAINT_01,2024-05-09,0:58:59,11/11/2025,18:18:14,IN_PROGRESS,TECO,Electrical,Leak,56.38,12:32:25,1/22/2025,6:19:48,Look we meeting image.,Electrical Issue,E01,34.2,26.1,20.4,34.6,25.5,20.0,34.63,26.13,22.2,33.94,25.1,23.44,Clifton,-0.1087,Very Secure
150,994498,"00:30,02:22",PLANT_03,2024-07-22,12:20:34,4/20/2026,17:44:43,NEW,CNF,Software,Leak,59.7,9:28:35,4/14/2025,7:28:53,Drop miss market avoid.,Electrical Issue,M02,35.8,30.2,24.0,38.5,29.7,13.7,37.0,29.43,17.4,36.89,29.34,18.46,Nazimabad,0.0349,Medium
